This is a test battery for tadmiss ran at 19-03-2024
Test description: Running brute force parallel (adjacency list)
Computational environment:  Common KVM processor with 4 GB of RAM running in Current operational system information: posix.uname_result(sysname='Linux', nodename='labic-vm-test', release='5.15.0-100-generic', version='#110-Ubuntu SMP Wed Feb 7 13:27:48 UTC 2024', machine='x86_64')
Original binary file name: app_BF-ADJACENCY
Default arguments given: " "
Default number of independent runs: 1 -- Default timelimit in seconds for each run: 21600 -- Default starting seed: 0
Amount of instances in this test battery: 206
Details about each failed run, overriden arguments, or repeated instances should be seen in the respective log file. You may also use the original json archived here for this same purpose.

+---------------------------+----------------------+-----------------------+------------------------------------------+---------------------------------------+---------+--------+-------------+-------------+
|       Instance Name       |        Subdir        | #Successes/#TotalRuns | Avg running time (s) (MIN/MAX) [std_dev] | Avg stretch index (MIN/MAX) [std_dev] | #Vertex | #Edges | Lower Bound | Total trees |
| !+jupiter/graph_2387.txt | jupiter/graph_2387/ |          1/1          |      3.77159 (3.77159/3.77159) [0]       |              3 (3/3) [0]              |    12   |   33   |      3      |   2193450   |
| !+jupiter/graph_2394.txt | jupiter/graph_2394/ |          1/1          |      2.71533 (2.71533/2.71533) [0]       |              3 (3/3) [0]              |    12   |   35   |      3      |   1444834   |
| !+jupiter/graph_2404.txt | jupiter/graph_2404/ |          1/1          |      2361.38 (2361.38/2361.38) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  903180122  |
| !+jupiter/graph_2406.txt | jupiter/graph_2406/ |          1/1          |      58.5756 (58.5756/58.5756) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   16703468  |
| !+jupiter/graph_2409.txt | jupiter/graph_2409/ |          1/1          |      67.3902 (67.3902/67.3902) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   23251392  |
| !+jupiter/graph_2412.txt | jupiter/graph_2412/ |          1/1          |      16.6301 (16.6301/16.6301) [0]       |              2 (2/2) [0]              |    12   |   35   |      2      |   7779092   |
| !+jupiter/graph_2414.txt | jupiter/graph_2414/ |          1/1          |      69.6725 (69.6725/69.6725) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   25254165  |
| !+jupiter/graph_2416.txt | jupiter/graph_2416/ |          1/1          |      39.9104 (39.9104/39.9104) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   11016848  |
| !+jupiter/graph_2420.txt | jupiter/graph_2420/ |          1/1          |        1554.4 (1554.4/1554.4) [0]        |              3 (3/3) [0]              |    12   |   44   |      2      |  341953920  |
| !+jupiter/graph_2421.txt | jupiter/graph_2421/ |          1/1          |      1213.68 (1213.68/1213.68) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  220432176  |
| !+jupiter/graph_2424.txt | jupiter/graph_2424/ |          1/1          |        405.02 (405.02/405.02) [0]        |              3 (3/3) [0]              |    12   |   39   |      2      |   89304606  |
| !+jupiter/graph_2429.txt | jupiter/graph_2429/ |          1/1          |      2.12749 (2.12749/2.12749) [0]       |              3 (3/3) [0]              |    12   |   38   |      3      |   1063386   |
| !+jupiter/graph_2430.txt | jupiter/graph_2430/ |          1/1          |      84.4142 (84.4142/84.4142) [0]       |              3 (3/3) [0]              |    12   |   36   |      3      |   40940000  |
| !+jupiter/graph_2432.txt | jupiter/graph_2432/ |          1/1          |      3179.33 (3179.33/3179.33) [0]       |              2 (2/2) [0]              |    12   |   59   |      2      |  1048134949 |
| !+jupiter/graph_2434.txt | jupiter/graph_2434/ |          1/1          |     0.853044 (0.853044/0.853044) [0]     |              3 (3/3) [0]              |    12   |   33   |      3      |    531053   |
| !+jupiter/graph_2441.txt | jupiter/graph_2441/ |          1/1          |      6.47513 (6.47513/6.47513) [0]       |              3 (3/3) [0]              |    12   |   36   |      3      |   3305176   |
| !+jupiter/graph_2444.txt | jupiter/graph_2444/ |          1/1          |        105.29 (105.29/105.29) [0]        |              3 (3/3) [0]              |    12   |   36   |      2      |   26222364  |
| !+jupiter/graph_2445.txt | jupiter/graph_2445/ |          1/1          |      713.382 (713.382/713.382) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  207584836  |
| !+jupiter/graph_2448.txt | jupiter/graph_2448/ |          1/1          |      878.889 (878.889/878.889) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  211456627  |
| !+jupiter/graph_2456.txt | jupiter/graph_2456/ |          1/1          |      0.55905 (0.55905/0.55905) [0]       |              3 (3/3) [0]              |    12   |   34   |      3      |    321242   |
| !+jupiter/graph_2461.txt | jupiter/graph_2461/ |          1/1          |      7.40009 (7.40009/7.40009) [0]       |              3 (3/3) [0]              |    12   |   33   |      3      |   4153452   |
| !+jupiter/graph_2463.txt | jupiter/graph_2463/ |          1/1          |      700.476 (700.476/700.476) [0]       |              2 (2/2) [0]              |    12   |   47   |      2      |  281951015  |
| !+jupiter/graph_2464.txt | jupiter/graph_2464/ |          1/1          |      626.759 (626.759/626.759) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  169255503  |
| !+jupiter/graph_2468.txt | jupiter/graph_2468/ |          1/1          |      141.015 (141.015/141.015) [0]       |              2 (2/2) [0]              |    12   |   41   |      2      |   64947297  |
| !+jupiter/graph_2473.txt | jupiter/graph_2473/ |          1/1          |      1586.19 (1586.19/1586.19) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  442306557  |
| !+jupiter/graph_2475.txt | jupiter/graph_2475/ |          1/1          |      0.61472 (0.61472/0.61472) [0]       |              3 (3/3) [0]              |    12   |   33   |      3      |    355678   |
| !+jupiter/graph_2478.txt | jupiter/graph_2478/ |          1/1          |      124.728 (124.728/124.728) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   33706920  |
| !+jupiter/graph_2479.txt | jupiter/graph_2479/ |          1/1          |      324.079 (324.079/324.079) [0]       |              3 (3/3) [0]              |    12   |   39   |      2      |   72112365  |
| !+jupiter/graph_2490.txt | jupiter/graph_2490/ |          1/1          |      173.399 (173.399/173.399) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   51626212  |
| !+jupiter/graph_2493.txt | jupiter/graph_2493/ |          1/1          |        32.588 (32.588/32.588) [0]        |              3 (3/3) [0]              |    12   |   33   |      2      |   9310479   |
| !+jupiter/graph_2500.txt | jupiter/graph_2500/ |          1/1          |      51.5575 (51.5575/51.5575) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   18123264  |
| !+jupiter/graph_2507.txt | jupiter/graph_2507/ |          1/1          |      46.7125 (46.7125/46.7125) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   19314187  |
| !+jupiter/graph_2512.txt | jupiter/graph_2512/ |          1/1          |      0.00393 (0.00393/0.00393) [0]       |              3 (3/3) [0]              |    12   |   34   |      3      |     1968    |
| !+jupiter/graph_2513.txt | jupiter/graph_2513/ |          1/1          |      83.3202 (83.3202/83.3202) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   26105100  |
| !+jupiter/graph_2519.txt | jupiter/graph_2519/ |          1/1          |      1481.78 (1481.78/1481.78) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  414214812  |
| !+jupiter/graph_2520.txt | jupiter/graph_2520/ |          1/1          |      525.794 (525.794/525.794) [0]       |              3 (3/3) [0]              |    12   |   42   |      2      |  162597168  |
| !+jupiter/graph_2524.txt | jupiter/graph_2524/ |          1/1          |      67.7065 (67.7065/67.7065) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   20582528  |
| !+jupiter/graph_2525.txt | jupiter/graph_2525/ |          1/1          |      4710.49 (4710.49/4710.49) [0]       |              2 (2/2) [0]              |    12   |   49   |      2      |  1418064290 |
| !+jupiter/graph_2526.txt | jupiter/graph_2526/ |          1/1          |      34.6207 (34.6207/34.6207) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   10145444  |
| !+jupiter/graph_2537.txt | jupiter/graph_2537/ |          1/1          |      35.4321 (35.4321/35.4321) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   13270857  |
| !+jupiter/graph_2540.txt | jupiter/graph_2540/ |          1/1          |      2613.95 (2613.95/2613.95) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  981356702  |
| !+jupiter/graph_2546.txt | jupiter/graph_2546/ |          1/1          |      1.68791 (1.68791/1.68791) [0]       |              3 (3/3) [0]              |    12   |   34   |      3      |    913272   |
| !+jupiter/graph_2547.txt | jupiter/graph_2547/ |          1/1          |     0.728685 (0.728685/0.728685) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |    429532   |
| !+jupiter/graph_2551.txt | jupiter/graph_2551/ |          1/1          |      2639.16 (2639.16/2639.16) [0]       |              2 (2/2) [0]              |    12   |   51   |      2      |  991803300  |
| !+jupiter/graph_2553.txt | jupiter/graph_2553/ |          1/1          |     0.349314 (0.349314/0.349314) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |    206359   |
| !+jupiter/graph_2554.txt | jupiter/graph_2554/ |          1/1          |      3.38846 (3.38846/3.38846) [0]       |              3 (3/3) [0]              |    12   |   35   |      3      |   1782283   |
| !+jupiter/graph_2558.txt | jupiter/graph_2558/ |          1/1          |      5.45489 (5.45489/5.45489) [0]       |              3 (3/3) [0]              |    12   |   35   |      3      |   2854604   |
| !+jupiter/graph_2559.txt | jupiter/graph_2559/ |          1/1          |      87.8384 (87.8384/87.8384) [0]       |              3 (3/3) [0]              |    12   |   37   |      2      |   34772900  |
| !+jupiter/graph_2564.txt | jupiter/graph_2564/ |          1/1          |      246.273 (246.273/246.273) [0]       |              3 (3/3) [0]              |    12   |   39   |      2      |   83081140  |
| !+jupiter/graph_2565.txt | jupiter/graph_2565/ |          1/1          |      35.8016 (35.8016/35.8016) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   9004533   |
| !+jupiter/graph_2573.txt | jupiter/graph_2573/ |          1/1          |     0.086038 (0.086038/0.086038) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |    45478    |
| !+jupiter/graph_2575.txt | jupiter/graph_2575/ |          1/1          |      33.8109 (33.8109/33.8109) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   7637960   |
| !+jupiter/graph_2582.txt | jupiter/graph_2582/ |          1/1          |      84.4422 (84.4422/84.4422) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   26012882  |
| !+jupiter/graph_2587.txt | jupiter/graph_2587/ |          1/1          |     0.000862 (0.000862/0.000862) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |     125     |
| !+jupiter/graph_2590.txt | jupiter/graph_2590/ |          1/1          |      60.3607 (60.3607/60.3607) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   14387559  |
| !+jupiter/graph_2595.txt | jupiter/graph_2595/ |          1/1          |     0.000947 (0.000947/0.000947) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |      3      |
| !+jupiter/graph_2602.txt | jupiter/graph_2602/ |          1/1          |      45.0573 (45.0573/45.0573) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   14414868  |
| !+jupiter/graph_2614.txt | jupiter/graph_2614/ |          1/1          |        517.58 (517.58/517.58) [0]        |              2 (2/2) [0]              |    12   |   45   |      2      |  207538336  |
| !+jupiter/graph_2615.txt | jupiter/graph_2615/ |          1/1          |      1338.62 (1338.62/1338.62) [0]       |              3 (3/3) [0]              |    12   |   43   |      2      |  242047036  |
| !+jupiter/graph_2617.txt | jupiter/graph_2617/ |          1/1          |     0.045657 (0.045657/0.045657) [0]     |              3 (3/3) [0]              |    12   |   35   |      3      |    24430    |
| !+jupiter/graph_2621.txt | jupiter/graph_2621/ |          1/1          |      35.5748 (35.5748/35.5748) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   9730786   |
| !+jupiter/graph_2622.txt | jupiter/graph_2622/ |          1/1          |     0.000491 (0.000491/0.000491) [0]     |              3 (3/3) [0]              |    12   |   36   |      3      |      1      |
| !+jupiter/graph_2624.txt | jupiter/graph_2624/ |          1/1          |      4.63059 (4.63059/4.63059) [0]       |              3 (3/3) [0]              |    12   |   35   |      3      |   2457631   |
| !+jupiter/graph_2627.txt | jupiter/graph_2627/ |          1/1          |      1145.51 (1145.51/1145.51) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  329848849  |
| !+jupiter/graph_2633.txt | jupiter/graph_2633/ |          1/1          |      67.4794 (67.4794/67.4794) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   22345117  |
| !+jupiter/graph_2636.txt | jupiter/graph_2636/ |          1/1          |      3910.91 (3910.91/3910.91) [0]       |              2 (2/2) [0]              |    12   |   53   |      2      |  1377007709 |
| !+jupiter/graph_2641.txt | jupiter/graph_2641/ |          1/1          |      1084.22 (1084.22/1084.22) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  429296198  |
| !+jupiter/graph_2646.txt | jupiter/graph_2646/ |          1/1          |      1149.47 (1149.47/1149.47) [0]       |              2 (2/2) [0]              |    12   |   49   |      2      |  439695909  |
| !+jupiter/graph_2649.txt | jupiter/graph_2649/ |          1/1          |      1322.96 (1322.96/1322.96) [0]       |              2 (2/2) [0]              |    12   |   46   |      2      |  541915293  |
| !+jupiter/graph_2650.txt | jupiter/graph_2650/ |          1/1          |      678.172 (678.172/678.172) [0]       |              3 (3/3) [0]              |    12   |   41   |      2      |  154919440  |
| !+jupiter/graph_2652.txt | jupiter/graph_2652/ |          1/1          |      99.3351 (99.3351/99.3351) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   21528660  |
| !+jupiter/graph_2655.txt | jupiter/graph_2655/ |          1/1          |      49.7539 (49.7539/49.7539) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   22942209  |
| !+jupiter/graph_2659.txt | jupiter/graph_2659/ |          1/1          |      78.1589 (78.1589/78.1589) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   26178180  |
| !+jupiter/graph_2664.txt | jupiter/graph_2664/ |          1/1          |      242.528 (242.528/242.528) [0]       |              2 (2/2) [0]              |    12   |   41   |      2      |  106023152  |
| !+jupiter/graph_2672.txt | jupiter/graph_2672/ |          1/1          |      33.0051 (33.0051/33.0051) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   10615098  |
| !+jupiter/graph_2674.txt | jupiter/graph_2674/ |          1/1          |     0.548286 (0.548286/0.548286) [0]     |              3 (3/3) [0]              |    12   |   35   |      3      |    296931   |
| !+jupiter/graph_2694.txt | jupiter/graph_2694/ |          1/1          |      2538.96 (2538.96/2538.96) [0]       |              2 (2/2) [0]              |    12   |   48   |      2      |  1005484829 |
| !+jupiter/graph_2697.txt | jupiter/graph_2697/ |          1/1          |      1542.77 (1542.77/1542.77) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  434212800  |
| !+jupiter/graph_2700.txt | jupiter/graph_2700/ |          1/1          |      2919.07 (2919.07/2919.07) [0]       |              2 (2/2) [0]              |    12   |   49   |      2      |  1101708962 |
| !+jupiter/graph_2704.txt | jupiter/graph_2704/ |          1/1          |      28.9812 (28.9812/28.9812) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   13755600  |
| !+jupiter/graph_2710.txt | jupiter/graph_2710/ |          1/1          |      16.6329 (16.6329/16.6329) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   7022292   |
| !+jupiter/graph_2718.txt | jupiter/graph_2718/ |          1/1          |      103.246 (103.246/103.246) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   28329530  |
| !+jupiter/graph_2727.txt | jupiter/graph_2727/ |          1/1          |      125.542 (125.542/125.542) [0]       |              3 (3/3) [0]              |    12   |   38   |      2      |   38736592  |
| !+jupiter/graph_2732.txt | jupiter/graph_2732/ |          1/1          |      21.9059 (21.9059/21.9059) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   7176806   |
| !+jupiter/graph_2733.txt | jupiter/graph_2733/ |          1/1          |      53.5977 (53.5977/53.5977) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   14766808  |
| !+jupiter/graph_2734.txt | jupiter/graph_2734/ |          1/1          |      45.7248 (45.7248/45.7248) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   17119653  |
| !+jupiter/graph_2753.txt | jupiter/graph_2753/ |          1/1          |        18.763 (18.763/18.763) [0]        |              3 (3/3) [0]              |    12   |   33   |      2      |   5450073   |
| !+jupiter/graph_2754.txt | jupiter/graph_2754/ |          1/1          |      24.1303 (24.1303/24.1303) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   8052130   |
| !+jupiter/graph_2757.txt | jupiter/graph_2757/ |          1/1          |      83.8863 (83.8863/83.8863) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   25156173  |
| !+jupiter/graph_2762.txt | jupiter/graph_2762/ |          1/1          |      74.0988 (74.0988/74.0988) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   22196561  |
| !+jupiter/graph_2763.txt | jupiter/graph_2763/ |          1/1          |      72.5223 (72.5223/72.5223) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   28777234  |
| !+jupiter/graph_2764.txt | jupiter/graph_2764/ |          1/1          |     0.334506 (0.334506/0.334506) [0]     |              3 (3/3) [0]              |    12   |   35   |      3      |    190058   |
| !+jupiter/graph_2768.txt | jupiter/graph_2768/ |          1/1          |      1126.34 (1126.34/1126.34) [0]       |              2 (2/2) [0]              |    12   |   45   |      2      |  409964056  |
| !+jupiter/graph_2774.txt | jupiter/graph_2774/ |          1/1          |      3709.37 (3709.37/3709.37) [0]       |              2 (2/2) [0]              |    12   |   54   |      2      |  1328037053 |
| !+jupiter/graph_2780.txt | jupiter/graph_2780/ |          1/1          |      2561.36 (2561.36/2561.36) [0]       |              3 (3/3) [0]              |    12   |   46   |      2      |  605561472  |
| !+jupiter/graph_2782.txt | jupiter/graph_2782/ |          1/1          |      0.86415 (0.86415/0.86415) [0]       |              3 (3/3) [0]              |    12   |   35   |      3      |    492045   |
| !+jupiter/graph_2786.txt | jupiter/graph_2786/ |          1/1          |      33.1736 (33.1736/33.1736) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   13811774  |
| !+jupiter/graph_2789.txt | jupiter/graph_2789/ |          1/1          |     0.038329 (0.038329/0.038329) [0]     |              3 (3/3) [0]              |    12   |   35   |      3      |    21018    |
| !+jupiter/graph_2790.txt | jupiter/graph_2790/ |          1/1          |     0.118063 (0.118063/0.118063) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |    70281    |
| !+jupiter/graph_2798.txt | jupiter/graph_2798/ |          1/1          |     0.027469 (0.027469/0.027469) [0]     |              3 (3/3) [0]              |    12   |   33   |      3      |    15404    |
| !+jupiter/graph_2799.txt | jupiter/graph_2799/ |          1/1          |      2.24715 (2.24715/2.24715) [0]       |              3 (3/3) [0]              |    12   |   36   |      3      |   1227942   |
| !+jupiter/graph_2801.txt | jupiter/graph_2801/ |          1/1          |      10.9457 (10.9457/10.9457) [0]       |              3 (3/3) [0]              |    12   |   35   |      3      |   5768975   |
| !+jupiter/graph_2802.txt | jupiter/graph_2802/ |          1/1          |        2717.4 (2717.4/2717.4) [0]        |              2 (2/2) [0]              |    12   |   47   |      2      |  757454400  |
| !+jupiter/graph_2806.txt | jupiter/graph_2806/ |          1/1          |      35.3014 (35.3014/35.3014) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   12801211  |
| !+jupiter/graph_2811.txt | jupiter/graph_2811/ |          1/1          |      1232.78 (1232.78/1232.78) [0]       |              3 (3/3) [0]              |    12   |   44   |      2      |  287768624  |
| !+jupiter/graph_2814.txt | jupiter/graph_2814/ |          1/1          |      64.0372 (64.0372/64.0372) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   21967052  |
| !+jupiter/graph_2816.txt | jupiter/graph_2816/ |          1/1          |     0.332323 (0.332323/0.332323) [0]     |              3 (3/3) [0]              |    12   |   33   |      3      |    197799   |
| !+jupiter/graph_2818.txt | jupiter/graph_2818/ |          1/1          |      73.1687 (73.1687/73.1687) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   21131592  |
| !+jupiter/graph_2830.txt | jupiter/graph_2830/ |          1/1          |     0.000634 (0.000634/0.000634) [0]     |              3 (3/3) [0]              |    12   |   33   |      3      |      13     |
| !+jupiter/graph_2840.txt | jupiter/graph_2840/ |          1/1          |     0.302857 (0.302857/0.302857) [0]     |              3 (3/3) [0]              |    12   |   33   |      3      |    183298   |
| !+jupiter/graph_2842.txt | jupiter/graph_2842/ |          1/1          |        5641.7 (5641.7/5641.7) [0]        |              2 (2/2) [0]              |    12   |   49   |      2      |  1598514264 |
| !+jupiter/graph_2846.txt | jupiter/graph_2846/ |          1/1          |        1837.2 (1837.2/1837.2) [0]        |              2 (2/2) [0]              |    12   |   58   |      2      |  612377285  |
| !+jupiter/graph_2847.txt | jupiter/graph_2847/ |          1/1          |     0.278544 (0.278544/0.278544) [0]     |              3 (3/3) [0]              |    12   |   35   |      3      |    148399   |
| !+jupiter/graph_2854.txt | jupiter/graph_2854/ |          1/1          |      122.973 (122.973/122.973) [0]       |              3 (3/3) [0]              |    12   |   37   |      2      |   39957626  |
| !+jupiter/graph_2857.txt | jupiter/graph_2857/ |          1/1          |      8529.47 (8529.47/8529.47) [0]       |              2 (2/2) [0]              |    12   |   52   |      2      |  2768449702 |
| !+jupiter/graph_2859.txt | jupiter/graph_2859/ |          1/1          |      48.9968 (48.9968/48.9968) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   17642931  |
| !+jupiter/graph_2863.txt | jupiter/graph_2863/ |          1/1          |      162.928 (162.928/162.928) [0]       |              3 (3/3) [0]              |    12   |   39   |      2      |   72010096  |
| !+jupiter/graph_2868.txt | jupiter/graph_2868/ |          1/1          |      78.4548 (78.4548/78.4548) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   32681860  |
| !+jupiter/graph_2869.txt | jupiter/graph_2869/ |          1/1          |      4709.83 (4709.83/4709.83) [0]       |              2 (2/2) [0]              |    12   |   51   |      2      |  1757291434 |
| !+jupiter/graph_2876.txt | jupiter/graph_2876/ |          1/1          |        1122.3 (1122.3/1122.3) [0]        |              3 (3/3) [0]              |    12   |   43   |      2      |  243964640  |
| !+jupiter/graph_2884.txt | jupiter/graph_2884/ |          1/1          |      58.5229 (58.5229/58.5229) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   19133816  |
| !+jupiter/graph_2887.txt | jupiter/graph_2887/ |          1/1          |      4.78653 (4.78653/4.78653) [0]       |              3 (3/3) [0]              |    12   |   37   |      3      |   2437783   |
| !+jupiter/graph_2890.txt | jupiter/graph_2890/ |          1/1          |      659.971 (659.971/659.971) [0]       |              3 (3/3) [0]              |    12   |   41   |      2      |  207469974  |
| !+jupiter/graph_2897.txt | jupiter/graph_2897/ |          1/1          |      10.7587 (10.7587/10.7587) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   4266020   |
| !+jupiter/graph_2904.txt | jupiter/graph_2904/ |          1/1          |        35.579 (35.579/35.579) [0]        |              3 (3/3) [0]              |    12   |   33   |      2      |   11872144  |
| !+jupiter/graph_2907.txt | jupiter/graph_2907/ |          1/1          |      128.378 (128.378/128.378) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   35664201  |
| !+jupiter/graph_2909.txt | jupiter/graph_2909/ |          1/1          |      3428.44 (3428.44/3428.44) [0]       |              2 (2/2) [0]              |    12   |   56   |      2      |  1167256512 |
| !+jupiter/graph_2913.txt | jupiter/graph_2913/ |          1/1          |      1080.42 (1080.42/1080.42) [0]       |              2 (2/2) [0]              |    12   |   55   |      2      |  379440289  |
| !+jupiter/graph_2916.txt | jupiter/graph_2916/ |          1/1          |      2779.78 (2779.78/2779.78) [0]       |              3 (3/3) [0]              |    12   |   47   |      2      |  779470769  |
| !+jupiter/graph_2924.txt | jupiter/graph_2924/ |          1/1          |      1581.74 (1581.74/1581.74) [0]       |              3 (3/3) [0]              |    12   |   45   |      2      |  455986620  |
| !+jupiter/graph_2928.txt | jupiter/graph_2928/ |          1/1          |      83.2025 (83.2025/83.2025) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   23780744  |
| !+jupiter/graph_2929.txt | jupiter/graph_2929/ |          1/1          |      16.3726 (16.3726/16.3726) [0]       |              3 (3/3) [0]              |    12   |   33   |      2      |   4881400   |
| !+jupiter/graph_2935.txt | jupiter/graph_2935/ |          1/1          |        26.462 (26.462/26.462) [0]        |              3 (3/3) [0]              |    12   |   33   |      2      |   7567232   |
| !+jupiter/graph_2961.txt | jupiter/graph_2961/ |          1/1          |     0.001147 (0.001147/0.001147) [0]     |              3 (3/3) [0]              |    12   |   35   |      3      |     348     |
| !+jupiter/graph_2969.txt | jupiter/graph_2969/ |          1/1          |      59.4913 (59.4913/59.4913) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   12590680  |
| !+jupiter/graph_2973.txt | jupiter/graph_2973/ |          1/1          |        54.039 (54.039/54.039) [0]        |              3 (3/3) [0]              |    12   |   35   |      2      |   18889934  |
| !+jupiter/graph_2984.txt | jupiter/graph_2984/ |          1/1          |      4.92298 (4.92298/4.92298) [0]       |              3 (3/3) [0]              |    12   |   33   |      3      |   2756987   |
| !+jupiter/graph_2987.txt | jupiter/graph_2987/ |          1/1          |      14043.8 (14043.8/14043.8) [0]       |              2 (2/2) [0]              |    12   |   53   |      2      |  3878219880 |
| !+jupiter/graph_2988.txt | jupiter/graph_2988/ |          1/1          |      249.574 (249.574/249.574) [0]       |              3 (3/3) [0]              |    12   |   39   |      2      |   88748820  |
| !+jupiter/graph_2992.txt | jupiter/graph_2992/ |          1/1          |        0.0008 (0.0008/0.0008) [0]        |              2 (2/2) [0]              |    12   |   46   |      2      |      3      |
| !+jupiter/graph_2994.txt | jupiter/graph_2994/ |          1/1          |        72.414 (72.414/72.414) [0]        |              3 (3/3) [0]              |    12   |   36   |      2      |   24794549  |
| !+jupiter/graph_2996.txt | jupiter/graph_2996/ |          1/1          |     0.119317 (0.119317/0.119317) [0]     |              3 (3/3) [0]              |    12   |   34   |      3      |    67666    |
| !+jupiter/graph_3010.txt | jupiter/graph_3010/ |          1/1          |        2.2693 (2.2693/2.2693) [0]        |              3 (3/3) [0]              |    12   |   33   |      3      |   1099204   |
| !+jupiter/graph_3012.txt | jupiter/graph_3012/ |          1/1          |      66.1594 (66.1594/66.1594) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   14498757  |
| !+jupiter/graph_3017.txt | jupiter/graph_3017/ |          1/1          |      53.3642 (53.3642/53.3642) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   17050979  |
| !+jupiter/graph_3029.txt | jupiter/graph_3029/ |          1/1          |      52.4747 (52.4747/52.4747) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   20971578  |
| !+jupiter/graph_3031.txt | jupiter/graph_3031/ |          1/1          |      64.1161 (64.1161/64.1161) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   21458314  |
| !+jupiter/graph_3041.txt | jupiter/graph_3041/ |          1/1          |      1.17859 (1.17859/1.17859) [0]       |              3 (3/3) [0]              |    12   |   33   |      3      |    691552   |
| !+jupiter/graph_3065.txt | jupiter/graph_3065/ |          1/1          |      53.3822 (53.3822/53.3822) [0]       |              3 (3/3) [0]              |    12   |   35   |      2      |   20297997  |
| !+jupiter/graph_3074.txt | jupiter/graph_3074/ |          1/1          |      68.6617 (68.6617/68.6617) [0]       |              3 (3/3) [0]              |    12   |   36   |      2      |   27183847  |
| !+jupiter/graph_3101.txt | jupiter/graph_3101/ |          1/1          |      33.2436 (33.2436/33.2436) [0]       |              3 (3/3) [0]              |    12   |   34   |      2      |   13220263  |
